,price,bed,bath,feet,address,new_flag,link,company,original_str
35,4750000,3,4,2700,"1185 Park Ave #5F,New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/1185-park-ave-5f-new-york-ny-10128--2478829472,CORCORAN,"NEW
OPEN FRI, 12-2PM
$4,750,000
3bd
4ba
2,700 sqft
1185 Park Ave #5F,
New York, NY 10128
LISTING BY: CORCORAN"
36,2350000,5,5,3067,"510 Halsey St,Brooklyn, NY 11233",True,https://www.trulia.com/p/ny/brooklyn/510-halsey-st-brooklyn-ny-11233--185956,COMPASS,"NEW
OPEN SUN, 1:30-3PM
$2,350,000
5bd
5ba
3,067 sqft
510 Halsey St,
Brooklyn, NY 11233
LISTING BY: COMPASS"
37,649000,3,2,1300,"1549 E 53rd St,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/1549-e-53rd-st-brooklyn-ny-11234--2089019800,REMAX EDGE,"NEW - 1 DAY AGO
$649,000
3bd
2ba
1,300 sqft
1549 E 53rd St,
Brooklyn, NY 11234
LISTING BY: REMAX EDGE"
38,729000,1,2,784,"21 S End Ave #2J,New York, NY 10280",True,https://www.trulia.com/p/ny/new-york/21-s-end-ave-2j-new-york-ny-10280--2179037685,BATTERY PARK REALTY,"NEW
OPEN SUN, 1-3PM
$729,000
1bd
2ba
784 sqft
21 S End Ave #2J,
New York, NY 10280
LISTING BY: BATTERY PARK REALTY"
39,950000,1,1,650,"171 E 84th St #12E,New York, NY 10028",True,https://www.trulia.com/p/ny/new-york/171-e-84th-st-12e-new-york-ny-10028--2088887264,COMPASS,"NEW
OPEN SUN, 1-3PM
$950,000
1bd
1ba
650 sqft
171 E 84th St #12E,
New York, NY 10028
LISTING BY: COMPASS"
0,1750000,3,2,1630,"525 E 80th St #8A,New York, NY 10075",True,https://www.trulia.com/p/ny/new-york/525-e-80th-st-8a-new-york-ny-10075--2088912955,BROWN HARRIS STEVENS,"NEW - 1 DAY AGO
$1,750,000
3bd
2ba
1,630 sqft
525 E 80th St #8A,
New York, NY 10075
LISTING BY: BROWN HARRIS STEVENS"
1,399000,0,1,,"229 E 28th St #5C,New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/229-e-28th-st-5c-new-york-ny-10016--2478710631,COOPER & COOPER REAL ESTATE,"NEW - 1 DAY AGO
$399,000
Studio
1ba
229 E 28th St #5C,
New York, NY 10016
LISTING BY: COOPER & COOPER REAL ESTATE"
2,799999,1,1,795,"13103 40th Rd #12Y,Flushing, NY 11354",True,https://www.trulia.com/p/ny/flushing/13103-40th-rd-12y-flushing-ny-11354--2174953618,CHASE GLOBAL REALTY CORP,"NEW - 1 DAY AGO
$799,999
1bd
1ba
795 sqft
13103 40th Rd #12Y,
Flushing, NY 11354
LISTING BY: CHASE GLOBAL REALTY CORP"
3,625000,1,1,750,"135 Ashland Pl #8C,Brooklyn, NY 11201",True,https://www.trulia.com/p/ny/brooklyn/135-ashland-pl-8c-brooklyn-ny-11201--2332156228,COMPASS,"NEW
OPEN SUN, 8:30-8:45PM
$625,000
1bd
1ba
750 sqft
135 Ashland Pl #8C,
Brooklyn, NY 11201
LISTING BY: COMPASS"
4,1295000,1,1,589,"300 W 30th St #13C,New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/300-w-30th-st-13c-new-york-ny-10001--2575438587,CORCORAN,"NEW - 1 DAY AGO
$1,295,000
1bd
1ba
589 sqft
300 W 30th St #13C,
New York, NY 10001
LISTING BY: CORCORAN"
5,540000,1,1,581,"2652 E 18th St #4C,Brooklyn, NY 11235",True,https://www.trulia.com/p/ny/brooklyn/2652-e-18th-st-4c-brooklyn-ny-11235--2625103003,COMPASS,"NEW
OPEN SUN, 1:30-3:30PM
$540,000
1bd
1ba
581 sqft
2652 E 18th St #4C,
Brooklyn, NY 11235
LISTING BY: COMPASS"
6,1599000,2,2,1155,"99 Conselyea St #1R,Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/99-conselyea-st-1r-brooklyn-ny-11211--2617121351,THE IN HOUSE GROUP,"NEW
OPEN SUN, 12-1:30PM
$1,599,000
2bd
2ba
1,155 sqft
99 Conselyea St #1R,
Brooklyn, NY 11211
LISTING BY: THE IN HOUSE GROUP"
7,619000,2,2,1013,"460 W 236th St #C3,Bronx, NY 10463",True,https://www.trulia.com/p/ny/bronx/460-w-236th-st-c3-bronx-ny-10463--2625093957,MODA REALTY,"NEW - 1 DAY AGO
$619,000
2bd
2ba
1,013 sqft
460 W 236th St #C3,
Bronx, NY 10463
LISTING BY: MODA REALTY"
8,489000,2,1,,"110-45 71st Rd #3H,Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/110-45-71st-rd-3h-forest-hills-ny-11375--2427477207,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 12-1:30PM
$489,000
2bd
1ba
110-45 71st Rd #3H,
Forest Hills, NY 11375
LISTING BY: DOUGLAS ELLIMAN"
9,979000,2,2,,"519 E 86th St #6A,New York, NY 10028",True,https://www.trulia.com/p/ny/new-york/519-e-86th-st-6a-new-york-ny-10028--2288946453,COMPASS,"NEW
OPEN SAT, 1-3PM
$979,000
2bd
2ba
519 E 86th St #6A,
New York, NY 10028
LISTING BY: COMPASS"
10,1089000,3,2,1301,"1414 W 4th St #5,Brooklyn, NY 11204",True,https://www.trulia.com/p/ny/brooklyn/1414-w-4th-st-5-brooklyn-ny-11204--2361078707,RE/MAX EDGE,"NEW
OPEN SUN, 1:30-3PM
$1,089,000
3bd
2ba
1,301 sqft
1414 W 4th St #5,
Brooklyn, NY 11204
LISTING BY: RE/MAX EDGE"
11,2799000,5,5,5600,"10 Todt Hill Ct,Staten Island, NY 10304",True,https://www.trulia.com/p/ny/staten-island/10-todt-hill-ct-staten-island-ny-10304--769864,PROBASE REAL ESTATE,"NEW - 1 DAY AGO
0.41 ACRES
$2,799,000
5bd
5ba
5,600 sqft (on 0.41 acres)
10 Todt Hill Ct,
Staten Island, NY 10304
LISTING BY: PROBASE REAL ESTATE"
12,1230000,4,3,2502,"312 126th St,Flushing, NY 11356",True,https://www.trulia.com/p/ny/flushing/312-126th-st-flushing-ny-11356--1151037805,CENTURY HOMES REALTY GROUP LLC,"NEW - 1 DAY AGO
$1,230,000
4bd
3ba
2,502 sqft
312 126th St,
Flushing, NY 11356
LISTING BY: CENTURY HOMES REALTY GROUP LLC"
13,1295000,2,2,,"176 E 77th St #11B,New York, NY 10075",True,https://www.trulia.com/p/ny/new-york/176-e-77th-st-11b-new-york-ny-10075--2188983897,BROWN HARRIS STEVENS,"NEW
OPEN SAT, 12-2PM
$1,295,000
2bd
2ba
176 E 77th St #11B,
New York, NY 10075
LISTING BY: BROWN HARRIS STEVENS"
14,365000,2,1,,"105-55 62nd Dr #4J,Forest Hills, NY 11375",True,https://www.trulia.com/p/ny/forest-hills/105-55-62nd-dr-4j-forest-hills-ny-11375--2398508562,SCY REALTY,"NEW - 1 DAY AGO
$365,000
2bd
1ba
105-55 62nd Dr #4J,
Forest Hills, NY 11375
LISTING BY: SCY REALTY"
15,12500000,2,3,2405,"212 W 18th St #7,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/212-w-18th-st-7-new-york-ny-10011--2088824570,DOUGLAS ELLIMAN,"NEW - 1 DAY AGO
$12,500,000
2bd
3ba
2,405 sqft
212 W 18th St #7,
New York, NY 10011
LISTING BY: DOUGLAS ELLIMAN"
16,132500,0,1,400,"6535 Broadway #6C,Bronx, NY 10471",True,https://www.trulia.com/p/ny/bronx/6535-broadway-6c-bronx-ny-10471--2345532505,RE/MAX IN THE CITY,"NEW
OPEN SAT, 12-2PM
$132,500
Studio
1ba
400 sqft
6535 Broadway #6C,
Bronx, NY 10471
LISTING BY: RE/MAX IN THE CITY"
17,2625000,3,3,1866,"4 E 88th St #8A,New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/4-e-88th-st-8a-new-york-ny-10128--2345969967,COMPASS,"NEW - 1 DAY AGO
$2,625,000
3bd
3ba
1,866 sqft
4 E 88th St #8A,
New York, NY 10128
LISTING BY: COMPASS"
18,1010000,1,1,512,"300 W 30th St #5A,New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/300-w-30th-st-5a-new-york-ny-10001--2179890154,CORCORAN,"NEW - 1 DAY AGO
$1,010,000
1bd
1ba
512 sqft
300 W 30th St #5A,
New York, NY 10001
LISTING BY: CORCORAN"
19,799900,2,2,976,"963A Kent Ave #A2,Brooklyn, NY 11205",True,https://www.trulia.com/p/ny/brooklyn/963a-kent-ave-a2-brooklyn-ny-11205--2625095528,FILLMORE REAL ESTATE LTD,"NEW - 1 DAY AGO
$799,900
2bd
2ba
976 sqft
963A Kent Ave #A2,
Brooklyn, NY 11205
LISTING BY: FILLMORE REAL ESTATE LTD"
20,3695000,3,3,,"1165 5th Ave #8C,New York, NY 10029",True,https://www.trulia.com/p/ny/new-york/1165-5th-ave-8c-new-york-ny-10029--2224583015,SOTHEBY'S INTERNATIONAL REALTY,"NEW
OPEN SUN, 12-1PM
$3,695,000
3bd
3ba
1165 5th Ave #8C,
New York, NY 10029
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY"
21,3450000,3,3,1647,"322 W 57th St #39H,New York, NY 10019",True,https://www.trulia.com/p/ny/new-york/322-w-57th-st-39h-new-york-ny-10019--2173096002,DOUGLAS ELLIMAN,"NEW - 1 DAY AGO
$3,450,000
3bd
3ba
1,647 sqft
322 W 57th St #39H,
New York, NY 10019
LISTING BY: DOUGLAS ELLIMAN"
22,7650000,4,4,,"885 Park Ave #6C,New York, NY 10075",True,https://www.trulia.com/p/ny/new-york/885-park-ave-6c-new-york-ny-10075--2187320837,SOTHEBY'S INTERNATIONAL REALTY,"NEW - 1 DAY AGO
$7,650,000
4bd
4ba
885 Park Ave #6C,
New York, NY 10075
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY"
23,1745000,2,3,,"565 Park Ave #11E,New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/565-park-ave-11e-new-york-ny-10065--2478400158,BROWN HARRIS STEVENS,"NEW - 1 DAY AGO
$1,745,000
2bd
3ba
565 Park Ave #11E,
New York, NY 10065
LISTING BY: BROWN HARRIS STEVENS"
24,1070000,1,1,607,"300 W 30th St #5F,New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/300-w-30th-st-5f-new-york-ny-10001--2575634732,CORCORAN,"NEW - 1 DAY AGO
$1,070,000
1bd
1ba
607 sqft
300 W 30th St #5F,
New York, NY 10001
LISTING BY: CORCORAN"
25,1195000,6,5,2400,"132-50 Bennett Ct #2FAMILY,Jamaica, NY 11434",True,https://www.trulia.com/p/ny/jamaica/132-50-bennett-ct-2family-jamaica-ny-11434--2625093375,MASSADA HOME SALES,"NEW
OPEN SUN, 1-3PM
$1,195,000
6bd
5ba
2,400 sqft
132-50 Bennett Ct #2FAMILY,
Jamaica, NY 11434
LISTING BY: MASSADA HOME SALES"
26,625000,1,1,840,"166 E 61st St #7E,New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/166-e-61st-st-7e-new-york-ny-10065--2346038839,COMPASS,"NEW
OPEN SUN, 11:30-12:30PM
$625,000
1bd
1ba
840 sqft
166 E 61st St #7E,
New York, NY 10065
LISTING BY: COMPASS"
27,749900,3,3,2040,"63 Beacon Ave,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/63-beacon-ave-staten-island-ny-10306--2008785549,MARTINO REALTY GROUP,"NEW - 1 DAY AGO
$749,900
3bd
3ba
2,040 sqft
63 Beacon Ave,
Staten Island, NY 10306
LISTING BY: MARTINO REALTY GROUP"
28,549998,3,3,1280,"527 Leverett Ave,Staten Island, NY 10308",True,https://www.trulia.com/p/ny/staten-island/527-leverett-ave-staten-island-ny-10308--2008800919,"ROBERT DEFALCO REALTY, INC.","NEW - 1 DAY AGO
$549,998
3bd
3ba
1,280 sqft
527 Leverett Ave,
Staten Island, NY 10308
LISTING BY: ROBERT DEFALCO REALTY, INC."
29,989000,8,5,5280,"203 Clinton Ave,Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/203-clinton-ave-staten-island-ny-10301--2159058978,MARK MURPHY PROPERTIES,"NEW - 1 DAY AGO
2.07 ACRES
$989,000
8bd
5ba
5,280 sqft (on 2.07 acres)
203 Clinton Ave,
Staten Island, NY 10301
LISTING BY: MARK MURPHY PROPERTIES"
30,929900,5,4,2235,"81 Ridgecrest Ave,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/81-ridgecrest-ave-staten-island-ny-10312--2367383921,BARBARA A. SMITH,"NEW
OPEN SUN, 2-4PM
NEW CONSTRUCTION
$929,900
5bd
4ba
2,235 sqft
81 Ridgecrest Ave,
Staten Island, NY 10312
LISTING BY: BARBARA A. SMITH"
31,799000,3,3,2014,"6203 Spencer Ter,Bronx, NY 10471",True,https://www.trulia.com/p/ny/bronx/6203-spencer-ter-bronx-ny-10471--1045173143,MODA REALTY,"NEW - 2 DAYS AGO
$799,000
3bd
3ba
2,014 sqft
6203 Spencer Ter,
Bronx, NY 10471
LISTING BY: MODA REALTY"
32,975000,3,3,1835,"874 E 27th St,Brooklyn, NY 11210",True,https://www.trulia.com/p/ny/brooklyn/874-e-27th-st-brooklyn-ny-11210--2088987886,BEHFAR TEAM LLC,"NEW - 2 DAYS AGO
$975,000
3bd
3ba
1,835 sqft
874 E 27th St,
Brooklyn, NY 11210
LISTING BY: BEHFAR TEAM LLC"
33,1095000,1,1,670,"1 Irving Pl #U15C,New York, NY 10003",True,https://www.trulia.com/p/ny/new-york/1-irving-pl-u15c-new-york-ny-10003--2008544295,ONE IRVING PLACE REALTY,"NEW
OPEN SUN, 1-3PM
$1,095,000
1bd
1ba
670 sqft
1 Irving Pl #U15C,
New York, NY 10003
LISTING BY: ONE IRVING PLACE REALTY"
34,3595000,8,5,8100,"730 Saint Nicholas Ave,New York, NY 10031",True,https://www.trulia.com/p/ny/new-york/730-saint-nicholas-ave-new-york-ny-10031--39188,CORCORAN,"NEW
OPEN FRI, 4-5:30PM
$3,595,000
8bd
5ba
8,100 sqft
730 Saint Nicholas Ave,
New York, NY 10031
LISTING BY: CORCORAN"
35,1100000,4,3,1443,"3149 56th St,Flushing, NY 11377",True,https://www.trulia.com/p/ny/flushing/3149-56th-st-flushing-ny-11377--2010080466,CENTURY HOMES REALTY GROUP LLC,"NEW
OPEN SUN, 11-1PM
$1,100,000
4bd
3ba
1,443 sqft
3149 56th St,
Flushing, NY 11377
LISTING BY: CENTURY HOMES REALTY GROUP LLC"
36,649000,1,1,700,"345 E 73rd St #5F,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/345-e-73rd-st-5f-new-york-ny-10021--2478344097,ELEGRAN ; FORBES GLOBAL PROPERTIES,"NEW
OPEN SUN, 12-2PM
$649,000
1bd
1ba
700 sqft
345 E 73rd St #5F,
New York, NY 10021
LISTING BY: ELEGRAN ; FORBES GLOBAL PROPERTIES"
37,869000,1,1,850,"152 E 94th St #7F,New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/152-e-94th-st-7f-new-york-ny-10128--2478876956,ENGEL & VÖLKERS NEW YORK REAL ESTATE,"NEW
OPEN SUN, 1-3PM
$869,000
1bd
1ba
850 sqft
152 E 94th St #7F,
New York, NY 10128
LISTING BY: ENGEL & VÖLKERS NEW YORK REAL ESTATE"
38,950000,1,1,760,"225 Rector Pl #10T,New York, NY 10280",True,https://www.trulia.com/p/ny/new-york/225-rector-pl-10t-new-york-ny-10280--2488611571,VERED REALTY,"NEW
OPEN SAT, 1-2:30PM
$950,000
1bd
1ba
760 sqft
225 Rector Pl #10T,
New York, NY 10280
LISTING BY: VERED REALTY"
39,4400000,2,4,4043,"419 Grand St,Brooklyn, NY 11211",True,https://www.trulia.com/p/ny/brooklyn/419-grand-st-brooklyn-ny-11211--205757,CORCORAN,"NEW - 2 DAYS AGO
$4,400,000
2bd
4ba
4,043 sqft
419 Grand St,
Brooklyn, NY 11211
LISTING BY: CORCORAN"
0,585000,0,1,320433,"405 W 23rd St #4D,New York, NY 10011",True,https://www.trulia.com/p/ny/new-york/405-w-23rd-st-4d-new-york-ny-10011--2333123169,SIMPLE REAL ESTATE,"NEW - 2 DAYS AGO
$585,000
Studio
1ba
320,433 sqft
405 W 23rd St #4D,
New York, NY 10011
LISTING BY: SIMPLE REAL ESTATE"
1,840000,1,1,,"336 Central Park W #5D,New York, NY 10025",True,https://www.trulia.com/p/ny/new-york/336-central-park-w-5d-new-york-ny-10025--2333487904,CORCORAN,"NEW
OPEN SUN, 1:30-3PM
$840,000
1bd
1ba
336 Central Park W #5D,
New York, NY 10025
LISTING BY: CORCORAN"
2,1750000,2,2,1400,"45 Sutton Pl S #20I,New York, NY 10022",True,https://www.trulia.com/p/ny/new-york/45-sutton-pl-s-20i-new-york-ny-10022--2192111209,DOUGLAS ELLIMAN,"NEW - 2 DAYS AGO
$1,750,000
2bd
2ba
1,400 sqft
45 Sutton Pl S #20I,
New York, NY 10022
LISTING BY: DOUGLAS ELLIMAN"
3,895000,1,1,875,"333 W 57th St #406,New York, NY 10019",True,https://www.trulia.com/p/ny/new-york/333-w-57th-st-406-new-york-ny-10019--2333926991,COMPASS,"NEW
OPEN SUN, 11-12PM
$895,000
1bd
1ba
875 sqft
333 W 57th St #406,
New York, NY 10019
LISTING BY: COMPASS"
4,329000,0,1,300,"25 Tudor City Pl #201,New York, NY 10017",True,https://www.trulia.com/p/ny/new-york/25-tudor-city-pl-201-new-york-ny-10017--2560692397,STEVEN CORCORAN REAL ESTATE,"NEW - 2 DAYS AGO
$329,000
Studio
1ba
300 sqft
25 Tudor City Pl #201,
New York, NY 10017
LISTING BY: STEVEN CORCORAN REAL ESTATE"
5,599000,1,1,,"41-21 42nd St #AA,Sunnyside, NY 11104",True,https://www.trulia.com/p/ny/sunnyside/41-21-42nd-st-aa-sunnyside-ny-11104--2624504964,CENTURY 21 AMERICAN HOMES,"NEW
OPEN SAT, 12-1PM
$599,000
1bd
1ba
41-21 42nd St #AA,
Sunnyside, NY 11104
LISTING BY: CENTURY 21 AMERICAN HOMES"
6,2380000,2,2,939,"300 W 30th St #14A,New York, NY 10001",True,https://www.trulia.com/p/ny/new-york/300-w-30th-st-14a-new-york-ny-10001--2575631646,CORCORAN,"NEW - 2 DAYS AGO
$2,380,000
2bd
2ba
939 sqft
300 W 30th St #14A,
New York, NY 10001
LISTING BY: CORCORAN"
7,269000,0,1,250,"321 E 43rd St #211,New York, NY 10017",True,https://www.trulia.com/p/ny/new-york/321-e-43rd-st-211-new-york-ny-10017--2345954693,STEVEN CORCORAN REAL ESTATE,"NEW - 2 DAYS AGO
$269,000
Studio
1ba
250 sqft
321 E 43rd St #211,
New York, NY 10017
LISTING BY: STEVEN CORCORAN REAL ESTATE"
8,830000,4,2,,"78-23 87th Avenue,Woodhaven, NY 11421",True,https://www.trulia.com/p/ny/woodhaven/78-23-87th-ave-woodhaven-ny-11421--2397922801,KELLER WILLIAMS LANDMARK II,"NEW - 1 DAY AGO
$830,000
4bd
2ba
78-23 87th Avenue,
Woodhaven, NY 11421
LISTING BY: KELLER WILLIAMS LANDMARK II"
9,674900,3,3,1800,"7372 Amboy Rd,Staten Island, NY 10307",True,https://www.trulia.com/p/ny/staten-island/7372-amboy-rd-staten-island-ny-10307--867735,"ROBERT DEFALCO REALTY, INC.","NEW
OPEN SUN, 12-3PM
FORECLOSURE
BANK OWNED
$674,900
3bd
3ba
1,800 sqft
7372 Amboy Rd,
Staten Island, NY 10307
LISTING BY: ROBERT DEFALCO REALTY, INC."
10,625000,2,2,1050,"131 Howton Ave,Staten Island, NY 10308",True,https://www.trulia.com/p/ny/staten-island/131-howton-ave-staten-island-ny-10308--2008794563,COMPASS REALTY CENTRAL INC.,"NEW - 2 DAYS AGO
$625,000
2bd
2ba
1,050 sqft
131 Howton Ave,
Staten Island, NY 10308
LISTING BY: COMPASS REALTY CENTRAL INC."
11,668000,1,1,,"132-27 41st Road UNIT 5C,Flushing, NY 11355",True,https://www.trulia.com/p/ny/flushing/13227-41st-rd-5c-flushing-ny-11355--2579426817,CHASE GLOBAL REALTY CORP,"NEW
OPEN SAT, 1-3PM
NEW CONSTRUCTION
$668,000
1bd
1ba
132-27 41st Road UNIT 5C,
Flushing, NY 11355
LISTING BY: CHASE GLOBAL REALTY CORP"
12,1490000,5,4,,"70-32 Kissena Boulevard,Flushing, NY 11367",True,https://www.trulia.com/p/ny/flushing/7032-kissena-blvd-flushing-ny-11367--2010015198,SELECTED FIRST REALTY CORP,"NEW
OPEN SAT, 1-3PM
$1,490,000
5bd
4ba
70-32 Kissena Boulevard,
Flushing, NY 11367
LISTING BY: SELECTED FIRST REALTY CORP"
13,399900,3,2,1060,"3430 Amboy Rd #A,Staten Island, NY 10306",True,https://www.trulia.com/p/ny/staten-island/3430-amboy-rd-a-staten-island-ny-10306--2189880913,RE/MAX ELITE,"NEW
OPEN SAT, 12-2PM
$399,900
3bd
2ba
1,060 sqft
3430 Amboy Rd #A,
Staten Island, NY 10306
LISTING BY: RE/MAX ELITE"
14,799900,2,2,976,"963 Kent Ave #A2,Brooklyn, NY 11205",True,https://www.trulia.com/p/ny/brooklyn/963-kent-ave-a2-brooklyn-ny-11205--2172468402,BHHS FILLMORE R.E.,"NEW - 2 DAYS AGO
AUCTION
$799,900
2bd
2ba
976 sqft
963 Kent Ave #A2,
Brooklyn, NY 11205
LISTING BY: BHHS FILLMORE R.E."
15,3980000,12,6,4492,"2296 2nd Avenue,New York, NY 10035",True,https://www.trulia.com/p/ny/new-york/2296-2nd-ave-new-york-ny-10035--2008681554,E REALTY INTERNATIONAL CORP,"NEW - 1 DAY AGO
$3,980,000
12bd
6ba
4,492 sqft
2296 2nd Avenue,
New York, NY 10035
LISTING BY: E REALTY INTERNATIONAL CORP"
16,888000,3,2,706,"48 Market St #3A,New York, NY 10002",True,https://www.trulia.com/p/ny/new-york/48-market-st-3a-new-york-ny-10002--2008539782,WINZONE REALTY INC,"NEW - 2 DAYS AGO
$888,000
3bd
2ba
706 sqft
48 Market St #3A,
New York, NY 10002
LISTING BY: WINZONE REALTY INC"
17,339000,1,1,800,"83-30 Vietor Avenue UNIT 623,Queens, NY 11373",True,https://www.trulia.com/p/ny/queens/83-30-vietor-ave-623-queens-ny-11373--2397082334,CHOUS REALTY GROUP INC,"NEW
OPEN SAT, 1-5PM
$339,000
1bd
1ba
800 sqft
83-30 Vietor Avenue UNIT 623,
Queens, NY 11373
LISTING BY: CHOUS REALTY GROUP INC"
18,849000,5,3,,"109-40 157th Street,Jamaica, NY 11433",True,https://www.trulia.com/p/ny/jamaica/10940-157th-st-jamaica-ny-11433--2010247984,NEW YORK 1 HOMES NETWORK INC,"NEW - 1 DAY AGO
$849,000
5bd
3ba
109-40 157th Street,
Jamaica, NY 11433
LISTING BY: NEW YORK 1 HOMES NETWORK INC"
19,439000,1,1,450,"366 Kings Hwy #5D,Brooklyn, NY 11223",True,https://www.trulia.com/p/ny/brooklyn/366-kings-hwy-5d-brooklyn-ny-11223--2009778942,MOMENTUM REAL ESTATE LLC,"NEW
OPEN SUN, 12-2PM
$439,000
1bd
1ba
450 sqft
366 Kings Hwy #5D,
Brooklyn, NY 11223
LISTING BY: MOMENTUM REAL ESTATE LLC"
20,539000,3,2,1700,"17 Wood Ct,Staten Island, NY 10309",True,https://www.trulia.com/p/ny/staten-island/17-wood-ct-staten-island-ny-10309--2008805523,"ROBERT DEFALCO REALTY, INC.","NEW - 2 DAYS AGO
$539,000
3bd
2ba
1,700 sqft
17 Wood Ct,
Staten Island, NY 10309
LISTING BY: ROBERT DEFALCO REALTY, INC."
21,550000,2,3,890,"1173 Crosby Avenue,Bronx, NY 10461",True,https://www.trulia.com/p/ny/bronx/1173-crosby-ave-bronx-ny-10461--2008897434,NYC EMPIRE REALTY INC.,"NEW
$550,000
2bd
3ba
890 sqft
1173 Crosby Avenue,
Bronx, NY 10461
LISTING BY: NYC EMPIRE REALTY INC."
22,475000,2,1,1116,"2738 Gunther Avenue,Bronx, NY 10469",True,https://www.trulia.com/p/ny/bronx/2738-gunther-ave-bronx-ny-10469--2008959138,ORTIZ HOME SELLING TEAM LLC,"NEW - 1 DAY AGO
$475,000
2bd
1ba
1,116 sqft
2738 Gunther Avenue,
Bronx, NY 10469
LISTING BY: ORTIZ HOME SELLING TEAM LLC"
23,696000,1,1,,"132-27 41st Road UNIT 5A,Flushing, NY 11355",True,https://www.trulia.com/p/ny/flushing/13227-41st-rd-5a-flushing-ny-11355--2579426533,CHASE GLOBAL REALTY CORP,"NEW
OPEN SAT, 1-3PM
NEW CONSTRUCTION
$696,000
1bd
1ba
132-27 41st Road UNIT 5A,
Flushing, NY 11355
LISTING BY: CHASE GLOBAL REALTY CORP"
24,3695000,3,3,,"37 E 67th St,New York, NY 10065",True,https://www.trulia.com/p/ny/new-york/37-e-67th-st-new-york-ny-10065--1001526094,SOTHEBY'S INTERNATIONAL REALTY,"NEW - 2 DAYS AGO
$3,695,000
3bd
3ba
37 E 67th St,
New York, NY 10065
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY"
25,1595000,5,3,1620,"116 Erasmus St,Brooklyn, NY 11226",True,https://www.trulia.com/p/ny/brooklyn/116-erasmus-st-brooklyn-ny-11226--2009795195,ONE ELEAZAR LLC,"NEW - 2 DAYS AGO
$1,595,000
5bd
3ba
1,620 sqft
116 Erasmus St,
Brooklyn, NY 11226
LISTING BY: ONE ELEAZAR LLC"
26,599000,1,1,575,"206 E 95th St #5C,New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/206-e-95th-st-5c-new-york-ny-10128--2088914987,COMPASS,"NEW
OPEN FRI, 3:30-4:30PM
$599,000
1bd
1ba
575 sqft
206 E 95th St #5C,
New York, NY 10128
LISTING BY: COMPASS"
27,638880,3,3,2300,"125 Dover Grn,Staten Island, NY 10312",True,https://www.trulia.com/p/ny/staten-island/125-dover-grn-staten-island-ny-10312--2008822909,RE/MAX EDGE,"NEW
OPEN SUN, 2-4PM
$638,880
3bd
3ba
2,300 sqft
125 Dover Grn,
Staten Island, NY 10312
LISTING BY: RE/MAX EDGE"
28,1495000,7,2,2164,"532 W 187th Street,New York, NY 10033",True,https://www.trulia.com/p/ny/new-york/532-w-187th-st-new-york-ny-10033--2088897055,ISLAND ADVANTAGE REALTY LLC,"NEW - 1 DAY AGO
FORECLOSURE
BANK OWNED
$1,495,000
7bd
2ba
2,164 sqft
532 W 187th Street,
New York, NY 10033
LISTING BY: ISLAND ADVANTAGE REALTY LLC"
29,3950000,20,,,"27-09/11 30th Avenue,Astoria, NY 11102",True,https://www.trulia.com/p/ny/astoria/27-09-11-30th-ave-astoria-ny-11102--2503892675,BLUE BRICK REAL ESTATE,"NEW - 1 DAY AGO
$3,950,000
20bd
27-09/11 30th Avenue,
Astoria, NY 11102
LISTING BY: BLUE BRICK REAL ESTATE"
30,1125000,5,4,2268,"756 Decatur Street,Brooklyn, NY 11233",True,https://www.trulia.com/p/ny/brooklyn/756-decatur-st-brooklyn-ny-11233--2009854325,MILLIONAIRE MINDS REALTY,"NEW - 1 DAY AGO
$1,125,000
5bd
4ba
2,268 sqft
756 Decatur Street,
Brooklyn, NY 11233
LISTING BY: MILLIONAIRE MINDS REALTY"
31,279000,1,1,,"212-30 23 Avenue UNIT 5J,Bayside, NY 11360",True,https://www.trulia.com/p/ny/bayside/212-30-23rd-ave-5j-bayside-ny-11360--2478618567,LAFFEY REAL ESTATE,"NEW
OPEN SUN, 1-3PM
$279,000
1bd
1ba
212-30 23 Avenue UNIT 5J,
Bayside, NY 11360
LISTING BY: LAFFEY REAL ESTATE"
